product,price,quantity,date,region,sales
periwinkle morsel,1.25,578,04-12-2019,south,722.5
periwinkle morsel,1.25,538,04-12-2019,east,672.5
periwinkle morsel,1.25,568,04-12-2019,west,710
vermilion morsel,4.99,512,04-12-2019,north,2554.88
vermilion morsel,4.99,556,04-12-2019,south,2774.44
vermilion morsel,4.99,562,04-12-2019,east,2804.38
vermilion morsel,4.99,551,04-12-2019,west,2749.49
lapis morsel,1.99,545,04-12-2019,north,1084.55
lapis morsel,1.99,592,04-12-2019,south,1178.08
lapis morsel,1.99,594,04-12-2019,east,1182.06
lapis morsel,1.99,588,04-12-2019,west,1170.12
pink morsel,3,585,05-12-2019,north,1755
pink morsel,3,534,05-12-2019,south,1602
pink morsel,3,580,05-12-2019,east,1740
pink morsel,3,535,05-12-2019,west,1605
gold morsel,9.99,595,05-12-2019,north,5944.05
gold morsel,9.99,573,05-12-2019,south,5724.27
gold morsel,9.99,588,05-12-2019,east,5874.12
gold morsel,9.99,593,05-12-2019,west,5924.07
magenta morsel,2.5,569,05-12-2019,north,1422.5
magenta morsel,2.5,510,05-12-2019,south,1275
magenta morsel,2.5,506,05-12-2019,east,1265
magenta morsel,2.5,513,05-12-2019,west,1282.5
chartreuse morsel,3,548,05-12-2019,north,1644
chartreuse morsel,3,533,05-12-2019,south,1599
chartreuse morsel,3,548,05-12-2019,east,1644
chartreuse morsel,3,525,05-12-2019,west,1575
periwinkle morsel,1.25,532,05-12-2019,north,665
periwinkle morsel,1.25,581,05-12-2019,south,726.25
periwinkle morsel,1.25,577,05-12-2019,east,721.25
periwinkle morsel,1.25,594,05-12-2019,west,742.5
vermilion morsel,4.99,524,05-12-2019,north,2614.76
vermilion morsel,4.99,599,05-12-2019,south,2989.01
vermilion morsel,4.99,558,05-12-2019,east,2784.42
vermilion morsel,4.99,529,05-12-2019,west,2639.71
lapis morsel,1.99,515,05-12-2019,north,1024.85
lapis morsel,1.99,555,05-12-2019,south,1104.45
lapis morsel,1.99,579,05-12-2019,east,1152.21
lapis morsel,1.99,600,05-12-2019,west,1194
pink morsel,3,560,06-12-2019,north,1680
pink morsel,3,524,06-12-2019,south,1572
pink morsel,3,514,06-12-2019,east,1542
pink morsel,3,593,06-12-2019,west,1779
gold morsel,9.99,597,06-12-2019,north,5964.03
gold morsel,9.99,560,06-12-2019,south,5594.4
gold morsel,9.99,555,06-12-2019,east,5544.45
gold morsel,9.99,586,06-12-2019,west,5854.14
magenta morsel,2.5,596,06-12-2019,north,1490
magenta morsel,2.5,563,06-12-2019,south,1407.5
magenta morsel,2.5,509,06-12-2019,east,1272.5
magenta morsel,2.5,585,06-12-2019,west,1462.5
chartreuse morsel,3,565,06-12-2019,north,1695
chartreuse morsel,3,588,06-12-2019,south,1764
chartreuse morsel,3,529,06-12-2019,east,1587
chartreuse morsel,3,550,06-12-2019,west,1650
periwinkle morsel,1.25,532,06-12-2019,north,665
periwinkle morsel,1.25,549,06-12-2019,south,686.25
periwinkle morsel,1.25,523,06-12-2019,east,653.75
periwinkle morsel,1.25,521,06-12-2019,west,651.25
vermilion morsel,4.99,583,06-12-2019,north,2909.17
vermilion morsel,4.99,565,06-12-2019,south,2819.35
vermilion morsel,4.99,521,06-12-2019,east,2599.79
vermilion morsel,4.99,591,06-12-2019,west,2949.09
lapis morsel,1.99,535,06-12-2019,north,1064.65
lapis morsel,1.99,542,06-12-2019,south,1078.58
lapis morsel,1.99,581,06-12-2019,east,1156.19
lapis morsel,1.99,584,06-12-2019,west,1162.16
pink morsel,3,557,07-12-2019,north,1671
pink morsel,3,574,07-12-2019,south,1722
pink morsel,3,576,07-12-2019,east,1728
pink morsel,3,553,07-12-2019,west,1659
gold morsel,9.99,539,07-12-2019,north,5384.61
gold morsel,9.99,539,07-12-2019,south,5384.61
gold morsel,9.99,573,07-12-2019,east,5724.27
gold morsel,9.99,571,07-12-2019,west,5704.29
magenta morsel,2.5,547,07-12-2019,north,1367.5
magenta morsel,2.5,556,07-12-2019,south,1390
magenta morsel,2.5,581,07-12-2019,east,1452.5
magenta morsel,2.5,529,07-12-2019,west,1322.5
chartreuse morsel,3,523,07-12-2019,north,1569
chartreuse morsel,3,525,07-12-2019,south,1575
chartreuse morsel,3,567,07-12-2019,east,1701
chartreuse morsel,3,545,07-12-2019,west,1635
periwinkle morsel,1.25,559,07-12-2019,north,698.75
periwinkle morsel,1.25,594,07-12-2019,south,742.5
periwinkle morsel,1.25,558,07-12-2019,east,697.5
periwinkle morsel,1.25,567,07-12-2019,west,708.75
vermilion morsel,4.99,559,07-12-2019,north,2789.41
vermilion morsel,4.99,531,07-12-2019,south,2649.69
vermilion morsel,4.99,589,07-12-2019,east,2939.11
vermilion morsel,4.99,570,07-12-2019,west,2844.3
lapis morsel,1.99,583,07-12-2019,north,1160.17
lapis morsel,1.99,554,07-12-2019,south,1102.46
lapis morsel,1.99,587,07-12-2019,east,1168.13
lapis morsel,1.99,597,07-12-2019,west,1188.03
pink morsel,3,590,08-12-2019,north,1770
pink morsel,3,544,08-12-2019,south,1632
pink morsel,3,512,08-12-2019,east,1536
pink morsel,3,578,08-12-2019,west,1734
gold morsel,9.99,543,08-12-2019,north,5424.57
gold morsel,9.99,553,08-12-2019,south,5524.47
gold morsel,9.99,543,08-12-2019,east,5424.57
gold morsel,9.99,587,08-12-2019,west,5864.13
magenta morsel,2.5,540,08-12-2019,north,1350
magenta morsel,2.5,557,08-12-2019,south,1392.5
magenta morsel,2.5,564,08-12-2019,east,1410
magenta morsel,2.5,520,08-12-2019,west,1300
chartreuse morsel,3,544,08-12-2019,north,1632
chartreuse morsel,3,530,08-12-2019,south,1590
chartreuse morsel,3,544,08-12-2019,east,1632
chartreuse morsel,3,539,08-12-2019,west,1617
periwinkle morsel,1.25,585,08-12-2019,north,731.25
periwinkle morsel,1.25,583,08-12-2019,south,728.75
periwinkle morsel,1.25,590,08-12-2019,east,737.5
periwinkle morsel,1.25,539,08-12-2019,west,673.75
vermilion morsel,4.99,527,08-12-2019,north,2629.73
vermilion morsel,4.99,533,08-12-2019,south,2659.67
vermilion morsel,4.99,522,08-12-2019,east,2604.78
vermilion morsel,4.99,523,08-12-2019,west,2609.77
lapis morsel,1.99,597,08-12-2019,north,1188.03
lapis morsel,1.99,595,08-12-2019,south,1184.05
lapis morsel,1.99,571,08-12-2019,east,1136.29
lapis morsel,1.99,563,08-12-2019,west,1120.37
pink morsel,3,528,09-12-2019,north,1584
pink morsel,3,571,09-12-2019,south,1713
pink morsel,3,576,09-12-2019,east,1728
pink morsel,3,575,09-12-2019,west,1725
gold morsel,9.99,527,09-12-2019,north,5264.73
gold morsel,9.99,507,09-12-2019,south,5064.93
gold morsel,9.99,578,09-12-2019,east,5774.22
gold morsel,9.99,592,09-12-2019,west,5914.08
magenta morsel,2.5,502,09-12-2019,north,1255
magenta morsel,2.5,515,09-12-2019,south,1287.5
magenta morsel,2.5,594,09-12-2019,east,1485
magenta morsel,2.5,546,09-12-2019,west,1365
chartreuse morsel,3,597,09-12-2019,north,1791
chartreuse morsel,3,586,09-12-2019,south,1758
chartreuse morsel,3,532,09-12-2019,east,1596
chartreuse morsel,3,573,09-12-2019,west,1719
periwinkle morsel,1.25,545,09-12-2019,north,681.25
periwinkle morsel,1.25,575,09-12-2019,south,718.75
periwinkle morsel,1.25,589,09-12-2019,east,736.25
periwinkle morsel,1.25,534,09-12-2019,west,667.5
vermilion morsel,4.99,504,09-12-2019,north,2514.96
vermilion morsel,4.99,575,09-12-2019,south,2869.25
vermilion morsel,4.99,551,09-12-2019,east,2749.49
vermilion morsel,4.99,516,09-12-2019,west,2574.84
lapis morsel,1.99,536,09-12-2019,north,1066.64
lapis morsel,1.99,573,09-12-2019,south,1140.27
lapis morsel,1.99,590,09-12-2019,east,1174.1
lapis morsel,1.99,540,09-12-2019,west,1074.6
pink morsel,3,502,10-12-2019,north,1506
pink morsel,3,501,10-12-2019,south,1503
pink morsel,3,507,10-12-2019,east,1521
pink morsel,3,571,10-12-2019,west,1713
gold morsel,9.99,503,10-12-2019,north,5024.97
gold morsel,9.99,574,10-12-2019,south,5734.26
gold morsel,9.99,585,10-12-2019,east,5844.15
gold morsel,9.99,527,10-12-2019,west,5264.73
magenta morsel,2.5,502,10-12-2019,north,1255
magenta morsel,2.5,541,10-12-2019,south,1352.5
magenta morsel,2.5,569,10-12-2019,east,1422.5
magenta morsel,2.5,556,10-12-2019,west,1390
chartreuse morsel,3,546,10-12-2019,north,1638
chartreuse morsel,3,556,10-12-2019,south,1668
chartreuse morsel,3,537,10-12-2019,east,1611
chartreuse morsel,3,554,10-12-2019,west,1662
periwinkle morsel,1.25,584,10-12-2019,north,730
periwinkle morsel,1.25,516,10-12-2019,south,645
periwinkle morsel,1.25,533,10-12-2019,east,666.25
periwinkle morsel,1.25,554,10-12-2019,west,692.5
vermilion morsel,4.99,539,10-12-2019,north,2689.61
vermilion morsel,4.99,564,10-12-2019,south,2814.36
vermilion morsel,4.99,526,10-12-2019,east,2624.74
vermilion morsel,4.99,591,10-12-2019,west,2949.09
lapis morsel,1.99,571,10-12-2019,north,1136.29
lapis morsel,1.99,507,10-12-2019,south,1008.93
lapis morsel,1.99,581,10-12-2019,east,1156.19
lapis morsel,1.99,593,10-12-2019,west,1180.07
pink morsel,3,545,11-12-2019,north,1635
pink morsel,3,502,11-12-2019,south,1506
pink morsel,3,514,11-12-2019,east,1542
pink morsel,3,517,11-12-2019,west,1551
gold morsel,9.99,523,11-12-2019,north,5224.77
gold morsel,9.99,597,11-12-2019,south,5964.03
gold morsel,9.99,527,11-12-2019,east,5264.73
gold morsel,9.99,555,11-12-2019,west,5544.45
magenta morsel,2.5,567,11-12-2019,north,1417.5
magenta morsel,2.5,560,11-12-2019,south,1400
magenta morsel,2.5,556,11-12-2019,east,1390
magenta morsel,2.5,547,11-12-2019,west,1367.5
chartreuse morsel,3,549,11-12-2019,north,1647
chartreuse morsel,3,504,11-12-2019,south,1512
chartreuse morsel,3,546,11-12-2019,east,1638
chartreuse morsel,3,543,11-12-2019,west,1629
periwinkle morsel,1.25,586,11-12-2019,north,732.5
periwinkle morsel,1.25,552,11-12-2019,south,690
periwinkle morsel,1.25,572,11-12-2019,east,715
periwinkle morsel,1.25,588,11-12-2019,west,735
vermilion morsel,4.99,574,11-12-2019,north,2864.26
vermilion morsel,4.99,507,11-12-2019,south,2529.93
vermilion morsel,4.99,507,11-12-2019,east,2529.93
vermilion morsel,4.99,500,11-12-2019,west,2495
lapis morsel,1.99,561,11-12-2019,north,1116.39
lapis morsel,1.99,510,11-12-2019,south,1014.9
lapis morsel,1.99,596,11-12-2019,east,1186.04
lapis morsel,1.99,566,11-12-2019,west,1126.34
pink morsel,3,541,12-12-2019,north,1623
pink morsel,3,573,12-12-2019,south,1719
pink morsel,3,521,12-12-2019,east,1563
pink morsel,3,597,12-12-2019,west,1791
gold morsel,9.99,568,12-12-2019,north,5674.32
gold morsel,9.99,533,12-12-2019,south,5324.67
gold morsel,9.99,559,12-12-2019,east,5584.41
gold morsel,9.99,551,12-12-2019,west,5504.49
magenta morsel,2.5,508,12-12-2019,north,1270
magenta morsel,2.5,512,12-12-2019,south,1280
magenta morsel,2.5,559,12-12-2019,east,1397.5
magenta morsel,2.5,546,12-12-2019,west,1365
chartreuse morsel,3,533,12-12-2019,north,1599
chartreuse morsel,3,583,12-12-2019,south,1749
chartreuse morsel,3,551,12-12-2019,east,1653
chartreuse morsel,3,564,12-12-2019,west,1692
periwinkle morsel,1.25,575,12-12-2019,north,718.75
periwinkle morsel,1.25,534,12-12-2019,south,667.5
periwinkle morsel,1.25,526,12-12-2019,east,657.5
periwinkle morsel,1.25,585,12-12-2019,west,731.25
vermilion morsel,4.99,522,12-12-2019,north,2604.78
vermilion morsel,4.99,546,12-12-2019,south,2724.54
vermilion morsel,4.99,559,12-12-2019,east,2789.41
vermilion morsel,4.99,587,12-12-2019,west,2929.13
lapis morsel,1.99,506,12-12-2019,north,1006.94
lapis morsel,1.99,557,12-12-2019,south,1108.43
lapis morsel,1.99,588,12-12-2019,east,1170.12
lapis morsel,1.99,565,12-12-2019,west,1124.35
pink morsel,3,600,13-12-2019,north,1800
pink morsel,3,600,13-12-2019,south,1800
pink morsel,3,580,13-12-2019,east,1740
pink morsel,3,585,13-12-2019,west,1755
gold morsel,9.99,518,13-12-2019,north,5174.82
gold morsel,9.99,600,13-12-2019,south,5994
gold morsel,9.99,575,13-12-2019,east,5744.25
gold morsel,9.99,596,13-12-2019,west,5954.04
magenta morsel,2.5,542,13-12-2019,north,1355
magenta morsel,2.5,565,13-12-2019,south,1412.5
magenta morsel,2.5,599,13-12-2019,east,1497.5
magenta morsel,2.5,535,13-12-2019,west,1337.5
chartreuse morsel,3,595,13-12-2019,north,1785
chartreuse morsel,3,578,13-12-2019,south,1734
chartreuse morsel,3,536,13-12-2019,east,1608
chartreuse morsel,3,587,13-12-2019,west,1761
periwinkle morsel,1.25,590,13-12-2019,north,737.5
periwinkle morsel,1.25,507,13-12-2019,south,633.75
periwinkle morsel,1.25,555,13-12-2019,east,693.75
periwinkle morsel,1.25,568,13-12-2019,west,710
vermilion morsel,4.99,588,13-12-2019,north,2934.12
vermilion morsel,4.99,525,13-12-2019,south,2619.75
vermilion morsel,4.99,502,13-12-2019,east,2504.98
vermilion morsel,4.99,555,13-12-2019,west,2769.45
lapis morsel,1.99,532,13-12-2019,north,1058.68
lapis morsel,1.99,514,13-12-2019,south,1022.86
lapis morsel,1.99,540,13-12-2019,east,1074.6
lapis morsel,1.99,577,13-12-2019,west,1148.23
pink morsel,3,572,14-12-2019,north,1716
pink morsel,3,544,14-12-2019,south,1632
pink morsel,3,533,14-12-2019,east,1599
pink morsel,3,544,14-12-2019,west,1632
gold morsel,9.99,528,14-12-2019,north,5274.72
gold morsel,9.99,592,14-12-2019,south,5914.08
gold morsel,9.99,568,14-12-2019,east,5674.32
gold morsel,9.99,537,14-12-2019,west,5364.63
magenta morsel,2.5,540,14-12-2019,north,1350
magenta morsel,2.5,560,14-12-2019,south,1400
magenta morsel,2.5,595,14-12-2019,east,1487.5
magenta morsel,2.5,528,14-12-2019,west,1320
chartreuse morsel,3,595,14-12-2019,north,1785
chartreuse morsel,3,534,14-12-2019,south,1602
chartreuse morsel,3,542,14-12-2019,east,1626
chartreuse morsel,3,528,14-12-2019,west,1584
periwinkle morsel,1.25,529,14-12-2019,north,661.25
periwinkle morsel,1.25,509,14-12-2019,south,636.25
periwinkle morsel,1.25,521,14-12-2019,east,651.25
periwinkle morsel,1.25,550,14-12-2019,west,687.5
vermilion morsel,4.99,522,14-12-2019,north,2604.78
vermilion morsel,4.99,586,14-12-2019,south,2924.14
vermilion morsel,4.99,583,14-12-2019,east,2909.17
vermilion morsel,4.99,514,14-12-2019,west,2564.86
lapis morsel,1.99,572,14-12-2019,north,1138.28
lapis morsel,1.99,582,14-12-2019,south,1158.18
lapis morsel,1.99,594,14-12-2019,east,1182.06
lapis morsel,1.99,568,14-12-2019,west,1130.32
pink morsel,3,575,15-12-2019,north,1725
pink morsel,3,581,15-12-2019,south,1743
pink morsel,3,529,15-12-2019,east,1587
pink morsel,3,536,15-12-2019,west,1608
gold morsel,9.99,526,15-12-2019,north,5254.74
gold morsel,9.99,586,15-12-2019,south,5854.14
gold morsel,9.99,583,15-12-2019,east,5824.17
gold morsel,9.99,517,15-12-2019,west,5164.83
magenta morsel,2.5,586,15-12-2019,north,1465
magenta morsel,2.5,518,15-12-2019,south,1295
magenta morsel,2.5,566,15-12-2019,east,1415
magenta morsel,2.5,549,15-12-2019,west,1372.5
chartreuse morsel,3,508,15-12-2019,north,1524
chartreuse morsel,3,500,15-12-2019,south,1500
chartreuse morsel,3,594,15-12-2019,east,1782
chartreuse morsel,3,504,15-12-2019,west,1512
periwinkle morsel,1.25,560,15-12-2019,north,700
periwinkle morsel,1.25,502,15-12-2019,south,627.5
periwinkle morsel,1.25,505,15-12-2019,east,631.25
periwinkle morsel,1.25,502,15-12-2019,west,627.5
vermilion morsel,4.99,522,15-12-2019,north,2604.78
vermilion morsel,4.99,599,15-12-2019,south,2989.01
vermilion morsel,4.99,592,15-12-2019,east,2954.08
vermilion morsel,4.99,586,15-12-2019,west,2924.14
lapis morsel,1.99,574,15-12-2019,north,1142.26
lapis morsel,1.99,517,15-12-2019,south,1028.83
lapis morsel,1.99,599,15-12-2019,east,1192.01
lapis morsel,1.99,591,15-12-2019,west,1176.09
pink morsel,3,554,16-12-2019,north,1662
pink morsel,3,597,16-12-2019,south,1791
pink morsel,3,591,16-12-2019,east,1773
pink morsel,3,550,16-12-2019,west,1650
gold morsel,9.99,567,16-12-2019,north,5664.33
gold morsel,9.99,505,16-12-2019,south,5044.95
gold morsel,9.99,581,16-12-2019,east,5804.19
gold morsel,9.99,543,16-12-2019,west,5424.57
magenta morsel,2.5,559,16-12-2019,north,1397.5
magenta morsel,2.5,545,16-12-2019,south,1362.5
magenta morsel,2.5,508,16-12-2019,east,1270
magenta morsel,2.5,511,16-12-2019,west,1277.5
chartreuse morsel,3,554,16-12-2019,north,1662
chartreuse morsel,3,583,16-12-2019,south,1749
chartreuse morsel,3,532,16-12-2019,east,1596
chartreuse morsel,3,519,16-12-2019,west,1557
periwinkle morsel,1.25,535,16-12-2019,north,668.75
periwinkle morsel,1.25,545,16-12-2019,south,681.25
periwinkle morsel,1.25,534,16-12-2019,east,667.5
periwinkle morsel,1.25,577,16-12-2019,west,721.25
vermilion morsel,4.99,549,16-12-2019,north,2739.51
vermilion morsel,4.99,550,16-12-2019,south,2744.5
vermilion morsel,4.99,586,16-12-2019,east,2924.14
vermilion morsel,4.99,589,16-12-2019,west,2939.11
lapis morsel,1.99,579,16-12-2019,north,1152.21
lapis morsel,1.99,587,16-12-2019,south,1168.13
lapis morsel,1.99,590,16-12-2019,east,1174.1
lapis morsel,1.99,557,16-12-2019,west,1108.43
pink morsel,3,506,17-12-2019,north,1518
pink morsel,3,583,17-12-2019,south,1749
pink morsel,3,563,17-12-2019,east,1689
pink morsel,3,511,17-12-2019,west,1533
gold morsel,9.99,595,17-12-2019,north,5944.05
gold morsel,9.99,599,17-12-2019,south,5984.01
gold morsel,9.99,547,17-12-2019,east,5464.53
gold morsel,9.99,561,17-12-2019,west,5604.39
magenta morsel,2.5,508,17-12-2019,north,1270
magenta morsel,2.5,536,17-12-2019,south,1340
magenta morsel,2.5,501,17-12-2019,east,1252.5
magenta morsel,2.5,555,17-12-2019,west,1387.5
chartreuse morsel,3,566,17-12-2019,north,1698
chartreuse morsel,3,552,17-12-2019,south,1656
chartreuse morsel,3,505,17-12-2019,east,1515
chartreuse morsel,3,535,17-12-2019,west,1605
periwinkle morsel,1.25,514,17-12-2019,north,642.5
periwinkle morsel,1.25,504,17-12-2019,south,630
periwinkle morsel,1.25,510,17-12-2019,east,637.5
periwinkle morsel,1.25,569,17-12-2019,west,711.25
vermilion morsel,4.99,549,17-12-2019,north,2739.51
vermilion morsel,4.99,529,17-12-2019,south,2639.71
vermilion morsel,4.99,579,17-12-2019,east,2889.21
vermilion morsel,4.99,521,17-12-2019,west,2599.79
lapis morsel,1.99,573,17-12-2019,north,1140.27
lapis morsel,1.99,518,17-12-2019,south,1030.82
lapis morsel,1.99,572,17-12-2019,east,1138.28
lapis morsel,1.99,502,17-12-2019,west,998.98
pink morsel,3,511,18-12-2019,north,1533
pink morsel,3,547,18-12-2019,south,1641
pink morsel,3,530,18-12-2019,east,1590
pink morsel,3,580,18-12-2019,west,1740
gold morsel,9.99,556,18-12-2019,north,5554.44
gold morsel,9.99,533,18-12-2019,south,5324.67
gold morsel,9.99,581,18-12-2019,east,5804.19
gold morsel,9.99,510,18-12-2019,west,5094.9
magenta morsel,2.5,566,18-12-2019,north,1415
magenta morsel,2.5,598,18-12-2019,south,1495
magenta morsel,2.5,503,18-12-2019,east,1257.5
magenta morsel,2.5,522,18-12-2019,west,1305
chartreuse morsel,3,554,18-12-2019,north,1662
chartreuse morsel,3,588,18-12-2019,south,1764
chartreuse morsel,3,589,18-12-2019,east,1767
chartreuse morsel,3,528,18-12-2019,west,1584
periwinkle morsel,1.25,505,18-12-2019,north,631.25
periwinkle morsel,1.25,593,18-12-2019,south,741.25
periwinkle morsel,1.25,516,18-12-2019,east,645
periwinkle morsel,1.25,537,18-12-2019,west,671.25
vermilion morsel,4.99,508,18-12-2019,north,2534.92
vermilion morsel,4.99,600,18-12-2019,south,2994
vermilion morsel,4.99,583,18-12-2019,east,2909.17
vermilion morsel,4.99,553,18-12-2019,west,2759.47
lapis morsel,1.99,516,18-12-2019,north,1026.84
lapis morsel,1.99,546,18-12-2019,south,1086.54
lapis morsel,1.99,509,18-12-2019,east,1012.91
lapis morsel,1.99,550,18-12-2019,west,1094.5
pink morsel,3,555,19-12-2019,north,1665
pink morsel,3,591,19-12-2019,south,1773
pink morsel,3,501,19-12-2019,east,1503
pink morsel,3,514,19-12-2019,west,1542
gold morsel,9.99,589,19-12-2019,north,5884.11
gold morsel,9.99,538,19-12-2019,south,5374.62
gold morsel,9.99,508,19-12-2019,east,5074.92
gold morsel,9.99,507,19-12-2019,west,5064.93
magenta morsel,2.5,547,19-12-2019,north,1367.5
magenta morsel,2.5,557,19-12-2019,south,1392.5
magenta morsel,2.5,508,19-12-2019,east,1270
magenta morsel,2.5,558,19-12-2019,west,1395
chartreuse morsel,3,571,19-12-2019,north,1713
chartreuse morsel,3,511,19-12-2019,south,1533
chartreuse morsel,3,579,19-12-2019,east,1737
chartreuse morsel,3,549,19-12-2019,west,1647
periwinkle morsel,1.25,560,19-12-2019,north,700
periwinkle morsel,1.25,518,19-12-2019,south,647.5
periwinkle morsel,1.25,508,19-12-2019,east,635
periwinkle morsel,1.25,515,19-12-2019,west,643.75
vermilion morsel,4.99,570,19-12-2019,north,2844.3
vermilion morsel,4.99,524,19-12-2019,south,2614.76
vermilion morsel,4.99,509,19-12-2019,east,2539.91
vermilion morsel,4.99,592,19-12-2019,west,2954.08
lapis morsel,1.99,539,19-12-2019,north,1072.61
lapis morsel,1.99,563,19-12-2019,south,1120.37
lapis morsel,1.99,529,19-12-2019,east,1052.71
lapis morsel,1.99,584,19-12-2019,west,1162.16
pink morsel,3,596,20-12-2019,north,1788
pink morsel,3,591,20-12-2019,south,1773
pink morsel,3,596,20-12-2019,east,1788
pink morsel,3,595,20-12-2019,west,1785
gold morsel,9.99,503,20-12-2019,north,5024.97
gold morsel,9.99,520,20-12-2019,south,5194.8
gold morsel,9.99,566,20-12-2019,east,5654.34
gold morsel,9.99,598,20-12-2019,west,5974.02
magenta morsel,2.5,599,20-12-2019,north,1497.5
magenta morsel,2.5,570,20-12-2019,south,1425
magenta morsel,2.5,519,20-12-2019,east,1297.5
magenta morsel,2.5,584,20-12-2019,west,1460
chartreuse morsel,3,550,20-12-2019,north,1650
chartreuse morsel,3,595,20-12-2019,south,1785
chartreuse morsel,3,600,20-12-2019,east,1800
chartreuse morsel,3,597,20-12-2019,west,1791
periwinkle morsel,1.25,561,20-12-2019,north,701.25
periwinkle morsel,1.25,559,20-12-2019,south,698.75
periwinkle morsel,1.25,582,20-12-2019,east,727.5
periwinkle morsel,1.25,538,20-12-2019,west,672.5
vermilion morsel,4.99,556,20-12-2019,north,2774.44
vermilion morsel,4.99,575,20-12-2019,south,2869.25
vermilion morsel,4.99,505,20-12-2019,east,2519.95
vermilion morsel,4.99,518,20-12-2019,west,2584.82
lapis morsel,1.99,563,20-12-2019,north,1120.37
lapis morsel,1.99,545,20-12-2019,south,1084.55
lapis morsel,1.99,534,20-12-2019,east,1062.66
lapis morsel,1.99,513,20-12-2019,west,1020.87
pink morsel,3,535,21-12-2019,north,1605
pink morsel,3,567,21-12-2019,south,1701
pink morsel,3,542,21-12-2019,east,1626
pink morsel,3,541,21-12-2019,west,1623
gold morsel,9.99,595,21-12-2019,north,5944.05
gold morsel,9.99,530,21-12-2019,south,5294.7
gold morsel,9.99,540,21-12-2019,east,5394.6
gold morsel,9.99,525,21-12-2019,west,5244.75
magenta morsel,2.5,591,21-12-2019,north,1477.5
magenta morsel,2.5,572,21-12-2019,south,1430
magenta morsel,2.5,516,21-12-2019,east,1290
magenta morsel,2.5,508,21-12-2019,west,1270
chartreuse morsel,3,595,21-12-2019,north,1785
chartreuse morsel,3,595,21-12-2019,south,1785
chartreuse morsel,3,572,21-12-2019,east,1716
chartreuse morsel,3,583,21-12-2019,west,1749
periwinkle morsel,1.25,573,21-12-2019,north,716.25
periwinkle morsel,1.25,592,21-12-2019,south,740
periwinkle morsel,1.25,560,21-12-2019,east,700
periwinkle morsel,1.25,575,21-12-2019,west,718.75
vermilion morsel,4.99,508,21-12-2019,north,2534.92
vermilion morsel,4.99,523,21-12-2019,south,2609.77
vermilion morsel,4.99,583,21-12-2019,east,2909.17
vermilion morsel,4.99,573,21-12-2019,west,2859.27
lapis morsel,1.99,512,21-12-2019,north,1018.88
lapis morsel,1.99,552,21-12-2019,south,1098.48
lapis morsel,1.99,557,21-12-2019,east,1108.43
lapis morsel,1.99,594,21-12-2019,west,1182.06
pink morsel,3,557,22-12-2019,north,1671
pink morsel,3,543,22-12-2019,south,1629
pink morsel,3,575,22-12-2019,east,1725
pink morsel,3,519,22-12-2019,west,1557
gold morsel,9.99,519,22-12-2019,north,5184.81
gold morsel,9.99,591,22-12-2019,south,5904.09
gold morsel,9.99,513,22-12-2019,east,5124.87
gold morsel,9.99,598,22-12-2019,west,5974.02
magenta morsel,2.5,566,22-12-2019,north,1415
magenta morsel,2.5,544,22-12-2019,south,1360
magenta morsel,2.5,588,22-12-2019,east,1470
magenta morsel,2.5,546,22-12-2019,west,1365
chartreuse morsel,3,577,22-12-2019,north,1731
chartreuse morsel,3,513,22-12-2019,south,1539
chartreuse morsel,3,564,22-12-2019,east,1692
chartreuse morsel,3,535,22-12-2019,west,1605
periwinkle morsel,1.25,580,22-12-2019,north,725
periwinkle morsel,1.25,532,22-12-2019,south,665
periwinkle morsel,1.25,587,22-12-2019,east,733.75
periwinkle morsel,1.25,575,22-12-2019,west,718.75
vermilion morsel,4.99,558,22-12-2019,north,2784.42
vermilion morsel,4.99,502,22-12-2019,south,2504.98
vermilion morsel,4.99,558,22-12-2019,east,2784.42
vermilion morsel,4.99,583,22-12-2019,west,2909.17
lapis morsel,1.99,575,22-12-2019,north,1144.25
lapis morsel,1.99,533,22-12-2019,south,1060.67
lapis morsel,1.99,537,22-12-2019,east,1068.63
lapis morsel,1.99,582,22-12-2019,west,1158.18
pink morsel,3,557,23-12-2019,north,1671
pink morsel,3,554,23-12-2019,south,1662
pink morsel,3,558,23-12-2019,east,1674
pink morsel,3,557,23-12-2019,west,1671
gold morsel,9.99,600,23-12-2019,north,5994
gold morsel,9.99,520,23-12-2019,south,5194.8
gold morsel,9.99,523,23-12-2019,east,5224.77
gold morsel,9.99,572,23-12-2019,west,5714.28
magenta morsel,2.5,592,23-12-2019,north,1480
magenta morsel,2.5,513,23-12-2019,south,1282.5
magenta morsel,2.5,571,23-12-2019,east,1427.5
magenta morsel,2.5,555,23-12-2019,west,1387.5
chartreuse morsel,3,586,23-12-2019,north,1758
chartreuse morsel,3,565,23-12-2019,south,1695
chartreuse morsel,3,553,23-12-2019,east,1659
chartreuse morsel,3,586,23-12-2019,west,1758
periwinkle morsel,1.25,595,23-12-2019,north,743.75
periwinkle morsel,1.25,599,23-12-2019,south,748.75
periwinkle morsel,1.25,539,23-12-2019,east,673.75
periwinkle morsel,1.25,521,23-12-2019,west,651.25
vermilion morsel,4.99,558,23-12-2019,north,2784.42
vermilion morsel,4.99,578,23-12-2019,south,2884.22
vermilion morsel,4.99,504,23-12-2019,east,2514.96
vermilion morsel,4.99,523,23-12-2019,west,2609.77
