Unnamed: 0,product,price,quantity,date,region,sales
898,pink morsel,3,579,18-09-2018,east,1737
899,pink morsel,3,564,18-09-2018,west,1692
900,pink morsel,3,514,19-09-2018,north,1542
901,pink morsel,3,586,19-09-2018,south,1758
902,pink morsel,3,593,19-09-2018,east,1779
903,pink morsel,3,531,19-09-2018,west,1593
904,pink morsel,3,562,20-09-2018,north,1686
905,pink morsel,3,583,20-09-2018,south,1749
906,pink morsel,3,554,20-09-2018,east,1662
907,pink morsel,3,523,20-09-2018,west,1569
908,pink morsel,3,530,21-09-2018,north,1590
909,pink morsel,3,555,21-09-2018,south,1665
910,pink morsel,3,572,21-09-2018,east,1716
911,pink morsel,3,568,21-09-2018,west,1704
912,pink morsel,3,544,22-09-2018,north,1632
913,pink morsel,3,527,22-09-2018,south,1581
914,pink morsel,3,586,22-09-2018,east,1758
915,pink morsel,3,547,22-09-2018,west,1641
916,pink morsel,3,577,23-09-2018,north,1731
917,pink morsel,3,559,23-09-2018,south,1677
918,pink morsel,3,576,23-09-2018,east,1728
919,pink morsel,3,585,23-09-2018,west,1755
920,pink morsel,3,537,24-09-2018,north,1611
921,pink morsel,3,531,24-09-2018,south,1593
922,pink morsel,3,599,24-09-2018,east,1797
923,pink morsel,3,520,24-09-2018,west,1560
924,pink morsel,3,510,25-09-2018,north,1530
925,pink morsel,3,590,25-09-2018,south,1770
926,pink morsel,3,537,25-09-2018,east,1611
927,pink morsel,3,567,25-09-2018,west,1701
928,pink morsel,3,539,26-09-2018,north,1617
929,pink morsel,3,505,26-09-2018,south,1515
930,pink morsel,3,571,26-09-2018,east,1713
931,pink morsel,3,500,26-09-2018,west,1500
932,pink morsel,3,544,27-09-2018,north,1632
933,pink morsel,3,571,27-09-2018,south,1713
934,pink morsel,3,581,27-09-2018,east,1743
935,pink morsel,3,529,27-09-2018,west,1587
936,pink morsel,3,583,28-09-2018,north,1749
937,pink morsel,3,511,28-09-2018,south,1533
938,pink morsel,3,551,28-09-2018,east,1653
939,pink morsel,3,504,28-09-2018,west,1512
940,pink morsel,3,506,29-09-2018,north,1518
941,pink morsel,3,541,29-09-2018,south,1623
942,pink morsel,3,567,29-09-2018,east,1701
943,pink morsel,3,532,29-09-2018,west,1596
944,pink morsel,3,582,30-09-2018,north,1746
945,pink morsel,3,512,30-09-2018,south,1536
946,pink morsel,3,553,30-09-2018,east,1659
947,pink morsel,3,508,30-09-2018,west,1524
948,pink morsel,3,594,01-10-2018,north,1782
949,pink morsel,3,544,01-10-2018,south,1632
950,pink morsel,3,585,01-10-2018,east,1755
951,pink morsel,3,550,01-10-2018,west,1650
952,pink morsel,3,560,02-10-2018,north,1680
953,pink morsel,3,567,02-10-2018,south,1701
954,pink morsel,3,600,02-10-2018,east,1800
955,pink morsel,3,580,02-10-2018,west,1740
956,pink morsel,3,521,03-10-2018,north,1563
957,pink morsel,3,596,03-10-2018,south,1788
958,pink morsel,3,512,03-10-2018,east,1536
959,pink morsel,3,588,03-10-2018,west,1764
960,pink morsel,3,504,04-10-2018,north,1512
961,pink morsel,3,520,04-10-2018,south,1560
962,pink morsel,3,542,04-10-2018,east,1626
963,pink morsel,3,599,04-10-2018,west,1797
964,pink morsel,3,593,05-10-2018,north,1779
965,pink morsel,3,561,05-10-2018,south,1683
966,pink morsel,3,571,05-10-2018,east,1713
967,pink morsel,3,598,05-10-2018,west,1794
968,pink morsel,3,528,06-10-2018,north,1584
969,pink morsel,3,549,06-10-2018,south,1647
970,pink morsel,3,532,06-10-2018,east,1596
971,pink morsel,3,505,06-10-2018,west,1515
972,pink morsel,3,511,07-10-2018,north,1533
973,pink morsel,3,536,07-10-2018,south,1608
974,pink morsel,3,598,07-10-2018,east,1794
975,pink morsel,3,526,07-10-2018,west,1578
976,pink morsel,3,567,08-10-2018,north,1701
977,pink morsel,3,539,08-10-2018,south,1617
978,pink morsel,3,593,08-10-2018,east,1779
979,pink morsel,3,595,08-10-2018,west,1785
980,pink morsel,3,560,09-10-2018,north,1680
981,pink morsel,3,530,09-10-2018,south,1590
982,pink morsel,3,517,09-10-2018,east,1551
983,pink morsel,3,529,09-10-2018,west,1587
984,pink morsel,3,583,10-10-2018,north,1749
985,pink morsel,3,567,10-10-2018,south,1701
986,pink morsel,3,533,10-10-2018,east,1599
987,pink morsel,3,502,10-10-2018,west,1506
988,pink morsel,3,532,11-10-2018,north,1596
989,pink morsel,3,600,11-10-2018,south,1800
990,pink morsel,3,583,11-10-2018,east,1749
991,pink morsel,3,558,11-10-2018,west,1674
992,pink morsel,3,594,12-10-2018,north,1782
993,pink morsel,3,549,12-10-2018,south,1647
994,pink morsel,3,514,12-10-2018,east,1542
995,pink morsel,3,552,12-10-2018,west,1656
996,pink morsel,3,527,13-10-2018,north,1581
997,pink morsel,3,571,13-10-2018,south,1713
998,pink morsel,3,574,13-10-2018,east,1722
999,pink morsel,3,562,13-10-2018,west,1686
1000,pink morsel,3,576,14-10-2018,north,1728
1001,pink morsel,3,585,14-10-2018,south,1755
1002,pink morsel,3,501,14-10-2018,east,1503
1003,pink morsel,3,534,14-10-2018,west,1602
1004,pink morsel,3,535,15-10-2018,north,1605
1005,pink morsel,3,573,15-10-2018,south,1719
1006,pink morsel,3,516,15-10-2018,east,1548
1007,pink morsel,3,542,15-10-2018,west,1626
1008,pink morsel,3,517,16-10-2018,north,1551
1009,pink morsel,3,554,16-10-2018,south,1662
1010,pink morsel,3,550,16-10-2018,east,1650
1011,pink morsel,3,596,16-10-2018,west,1788
1012,pink morsel,3,512,17-10-2018,north,1536
1013,pink morsel,3,517,17-10-2018,south,1551
1014,pink morsel,3,552,17-10-2018,east,1656
1015,pink morsel,3,548,17-10-2018,west,1644
1016,pink morsel,3,564,18-10-2018,north,1692
1017,pink morsel,3,506,18-10-2018,south,1518
1018,pink morsel,3,503,18-10-2018,east,1509
1019,pink morsel,3,558,18-10-2018,west,1674
1020,pink morsel,3,507,19-10-2018,north,1521
1021,pink morsel,3,544,19-10-2018,south,1632
1022,pink morsel,3,598,19-10-2018,east,1794
1023,pink morsel,3,563,19-10-2018,west,1689
1024,pink morsel,3,564,20-10-2018,north,1692
1025,pink morsel,3,554,20-10-2018,south,1662
1026,pink morsel,3,592,20-10-2018,east,1776
1027,pink morsel,3,570,20-10-2018,west,1710
1028,pink morsel,3,523,21-10-2018,north,1569
1029,pink morsel,3,568,21-10-2018,south,1704
1030,pink morsel,3,589,21-10-2018,east,1767
1031,pink morsel,3,589,21-10-2018,west,1767
1032,pink morsel,3,514,22-10-2018,north,1542
1033,pink morsel,3,569,22-10-2018,south,1707
1034,pink morsel,3,526,22-10-2018,east,1578
1035,pink morsel,3,507,22-10-2018,west,1521
1036,pink morsel,3,588,23-10-2018,north,1764
1037,pink morsel,3,561,23-10-2018,south,1683
1038,pink morsel,3,534,23-10-2018,east,1602
1039,pink morsel,3,585,23-10-2018,west,1755
1040,pink morsel,3,550,24-10-2018,north,1650
1041,pink morsel,3,543,24-10-2018,south,1629
1042,pink morsel,3,564,24-10-2018,east,1692
1043,pink morsel,3,514,24-10-2018,west,1542
1044,pink morsel,3,543,25-10-2018,north,1629
1045,pink morsel,3,529,25-10-2018,south,1587
1046,pink morsel,3,545,25-10-2018,east,1635
1047,pink morsel,3,551,25-10-2018,west,1653
1048,pink morsel,3,532,26-10-2018,north,1596
1049,pink morsel,3,508,26-10-2018,south,1524
1050,pink morsel,3,515,26-10-2018,east,1545
1051,pink morsel,3,569,26-10-2018,west,1707
1052,pink morsel,3,503,27-10-2018,north,1509
1053,pink morsel,3,503,27-10-2018,south,1509
1054,pink morsel,3,562,27-10-2018,east,1686
1055,pink morsel,3,595,27-10-2018,west,1785
1056,pink morsel,3,545,28-10-2018,north,1635
1057,pink morsel,3,584,28-10-2018,south,1752
1058,pink morsel,3,595,28-10-2018,east,1785
1059,pink morsel,3,585,28-10-2018,west,1755
1060,pink morsel,3,569,29-10-2018,north,1707
1061,pink morsel,3,567,29-10-2018,south,1701
1062,pink morsel,3,533,29-10-2018,east,1599
1063,pink morsel,3,594,29-10-2018,west,1782
1064,pink morsel,3,559,30-10-2018,north,1677
1065,pink morsel,3,573,30-10-2018,south,1719
1066,pink morsel,3,510,30-10-2018,east,1530
1067,pink morsel,3,592,30-10-2018,west,1776
1068,pink morsel,3,558,31-10-2018,north,1674
1069,pink morsel,3,547,31-10-2018,south,1641
1070,pink morsel,3,532,31-10-2018,east,1596
1071,pink morsel,3,502,31-10-2018,west,1506
1072,pink morsel,3,564,01-11-2018,north,1692
1073,pink morsel,3,541,01-11-2018,south,1623
1074,pink morsel,3,531,01-11-2018,east,1593
1075,pink morsel,3,517,01-11-2018,west,1551
1076,pink morsel,3,576,02-11-2018,north,1728
1077,pink morsel,3,536,02-11-2018,south,1608
1078,pink morsel,3,510,02-11-2018,east,1530
1079,pink morsel,3,597,02-11-2018,west,1791
1080,pink morsel,3,568,03-11-2018,north,1704
1081,pink morsel,3,551,03-11-2018,south,1653
1082,pink morsel,3,516,03-11-2018,east,1548
1083,pink morsel,3,542,03-11-2018,west,1626
1084,pink morsel,3,565,04-11-2018,north,1695
1085,pink morsel,3,530,04-11-2018,south,1590
1086,pink morsel,3,510,04-11-2018,east,1530
1087,pink morsel,3,548,04-11-2018,west,1644
1088,pink morsel,3,537,05-11-2018,north,1611
1089,pink morsel,3,539,05-11-2018,south,1617
1090,pink morsel,3,592,05-11-2018,east,1776
1091,pink morsel,3,547,05-11-2018,west,1641
1092,pink morsel,3,580,06-11-2018,north,1740
1093,pink morsel,3,530,06-11-2018,south,1590
1094,pink morsel,3,591,06-11-2018,east,1773
1095,pink morsel,3,547,06-11-2018,west,1641
1096,pink morsel,3,509,07-11-2018,north,1527
1097,pink morsel,3,585,07-11-2018,south,1755
1098,pink morsel,3,550,07-11-2018,east,1650
1099,pink morsel,3,531,07-11-2018,west,1593
1100,pink morsel,3,516,08-11-2018,north,1548
1101,pink morsel,3,541,08-11-2018,south,1623
1102,pink morsel,3,500,08-11-2018,east,1500
1103,pink morsel,3,523,08-11-2018,west,1569
1104,pink morsel,3,549,09-11-2018,north,1647
1105,pink morsel,3,554,09-11-2018,south,1662
1106,pink morsel,3,570,09-11-2018,east,1710
1107,pink morsel,3,573,09-11-2018,west,1719
1108,pink morsel,3,530,10-11-2018,north,1590
1109,pink morsel,3,513,10-11-2018,south,1539
1110,pink morsel,3,522,10-11-2018,east,1566
1111,pink morsel,3,590,10-11-2018,west,1770
1112,pink morsel,3,574,11-11-2018,north,1722
1113,pink morsel,3,508,11-11-2018,south,1524
1114,pink morsel,3,547,11-11-2018,east,1641
1115,pink morsel,3,554,11-11-2018,west,1662
1116,pink morsel,3,572,12-11-2018,north,1716
1117,pink morsel,3,537,12-11-2018,south,1611
1118,pink morsel,3,523,12-11-2018,east,1569
1119,pink morsel,3,599,12-11-2018,west,1797
1120,pink morsel,3,566,13-11-2018,north,1698
1121,pink morsel,3,527,13-11-2018,south,1581
1122,pink morsel,3,592,13-11-2018,east,1776
1123,pink morsel,3,548,13-11-2018,west,1644
1124,pink morsel,3,521,14-11-2018,north,1563
1125,pink morsel,3,569,14-11-2018,south,1707
1126,pink morsel,3,511,14-11-2018,east,1533
1127,pink morsel,3,524,14-11-2018,west,1572
1128,pink morsel,3,541,15-11-2018,north,1623
1129,pink morsel,3,566,15-11-2018,south,1698
1130,pink morsel,3,507,15-11-2018,east,1521
1131,pink morsel,3,569,15-11-2018,west,1707
1132,pink morsel,3,529,16-11-2018,north,1587
1133,pink morsel,3,592,16-11-2018,south,1776
1134,pink morsel,3,554,16-11-2018,east,1662
1135,pink morsel,3,526,16-11-2018,west,1578
1136,pink morsel,3,518,17-11-2018,north,1554
1137,pink morsel,3,505,17-11-2018,south,1515
1138,pink morsel,3,534,17-11-2018,east,1602
1139,pink morsel,3,519,17-11-2018,west,1557
1140,pink morsel,3,507,18-11-2018,north,1521
1141,pink morsel,3,580,18-11-2018,south,1740
1142,pink morsel,3,539,18-11-2018,east,1617
1143,pink morsel,3,549,18-11-2018,west,1647
1144,pink morsel,3,517,19-11-2018,north,1551
1145,pink morsel,3,500,19-11-2018,south,1500
1146,pink morsel,3,575,19-11-2018,east,1725
1147,pink morsel,3,521,19-11-2018,west,1563
1148,pink morsel,3,597,20-11-2018,north,1791
1149,pink morsel,3,526,20-11-2018,south,1578
1150,pink morsel,3,544,20-11-2018,east,1632
1151,pink morsel,3,558,20-11-2018,west,1674
1152,pink morsel,3,539,21-11-2018,north,1617
1153,pink morsel,3,503,21-11-2018,south,1509
1154,pink morsel,3,548,21-11-2018,east,1644
1155,pink morsel,3,514,21-11-2018,west,1542
1156,pink morsel,3,550,22-11-2018,north,1650
1157,pink morsel,3,586,22-11-2018,south,1758
1158,pink morsel,3,570,22-11-2018,east,1710
1159,pink morsel,3,579,22-11-2018,west,1737
1160,pink morsel,3,593,23-11-2018,north,1779
1161,pink morsel,3,581,23-11-2018,south,1743
1162,pink morsel,3,520,23-11-2018,east,1560
1163,pink morsel,3,573,23-11-2018,west,1719
1164,pink morsel,3,563,24-11-2018,north,1689
1165,pink morsel,3,535,24-11-2018,south,1605
1166,pink morsel,3,561,24-11-2018,east,1683
1167,pink morsel,3,506,24-11-2018,west,1518
1168,pink morsel,3,555,25-11-2018,north,1665
1169,pink morsel,3,557,25-11-2018,south,1671
1170,pink morsel,3,568,25-11-2018,east,1704
1171,pink morsel,3,577,25-11-2018,west,1731
1172,pink morsel,3,551,26-11-2018,north,1653
1173,pink morsel,3,514,26-11-2018,south,1542
1174,pink morsel,3,553,26-11-2018,east,1659
1175,pink morsel,3,550,26-11-2018,west,1650
1176,pink morsel,3,591,27-11-2018,north,1773
1177,pink morsel,3,549,27-11-2018,south,1647
1178,pink morsel,3,575,27-11-2018,east,1725
1179,pink morsel,3,548,27-11-2018,west,1644
1180,pink morsel,3,589,28-11-2018,north,1767
1181,pink morsel,3,576,28-11-2018,south,1728
1182,pink morsel,3,573,28-11-2018,east,1719
1183,pink morsel,3,559,28-11-2018,west,1677
1184,pink morsel,3,562,29-11-2018,north,1686
1185,pink morsel,3,509,29-11-2018,south,1527
1186,pink morsel,3,563,29-11-2018,east,1689
1187,pink morsel,3,562,29-11-2018,west,1686
1188,pink morsel,3,547,30-11-2018,north,1641
1189,pink morsel,3,555,30-11-2018,south,1665
1190,pink morsel,3,585,30-11-2018,east,1755
1191,pink morsel,3,517,30-11-2018,west,1551
1192,pink morsel,3,555,01-12-2018,north,1665
1193,pink morsel,3,509,01-12-2018,south,1527
1194,pink morsel,3,512,01-12-2018,east,1536
1195,pink morsel,3,552,01-12-2018,west,1656
1196,pink morsel,3,521,02-12-2018,north,1563
1197,pink morsel,3,518,02-12-2018,south,1554
1198,pink morsel,3,534,02-12-2018,east,1602
1199,pink morsel,3,579,02-12-2018,west,1737
1200,pink morsel,3,502,03-12-2018,north,1506
1201,pink morsel,3,585,03-12-2018,south,1755
1202,pink morsel,3,524,03-12-2018,east,1572
1203,pink morsel,3,536,03-12-2018,west,1608
1204,pink morsel,3,574,04-12-2018,north,1722
1205,pink morsel,3,596,04-12-2018,south,1788
1206,pink morsel,3,596,04-12-2018,east,1788
1207,pink morsel,3,529,04-12-2018,west,1587
1208,pink morsel,3,559,05-12-2018,north,1677
1209,pink morsel,3,575,05-12-2018,south,1725
1210,pink morsel,3,577,05-12-2018,east,1731
1211,pink morsel,3,506,05-12-2018,west,1518
1212,pink morsel,3,579,06-12-2018,north,1737
1213,pink morsel,3,599,06-12-2018,south,1797
1214,pink morsel,3,554,06-12-2018,east,1662
1215,pink morsel,3,554,06-12-2018,west,1662
1216,pink morsel,3,572,07-12-2018,north,1716
1217,pink morsel,3,532,07-12-2018,south,1596
1218,pink morsel,3,551,07-12-2018,east,1653
1219,pink morsel,3,545,07-12-2018,west,1635
1220,pink morsel,3,594,08-12-2018,north,1782
1221,pink morsel,3,591,08-12-2018,south,1773
1222,pink morsel,3,585,08-12-2018,east,1755
1223,pink morsel,3,573,08-12-2018,west,1719
1224,pink morsel,3,579,09-12-2018,north,1737
1225,pink morsel,3,516,09-12-2018,south,1548
1226,pink morsel,3,555,09-12-2018,east,1665
1227,pink morsel,3,553,09-12-2018,west,1659
1228,pink morsel,3,553,10-12-2018,north,1659
1229,pink morsel,3,525,10-12-2018,south,1575
1230,pink morsel,3,503,10-12-2018,east,1509
1231,pink morsel,3,589,10-12-2018,west,1767
1232,pink morsel,3,503,11-12-2018,north,1509
1233,pink morsel,3,509,11-12-2018,south,1527
1234,pink morsel,3,525,11-12-2018,east,1575
1235,pink morsel,3,540,11-12-2018,west,1620
1236,pink morsel,3,541,12-12-2018,north,1623
1237,pink morsel,3,541,12-12-2018,south,1623
1238,pink morsel,3,591,12-12-2018,east,1773
1239,pink morsel,3,581,12-12-2018,west,1743
1240,pink morsel,3,573,13-12-2018,north,1719
1241,pink morsel,3,594,13-12-2018,south,1782
1242,pink morsel,3,571,13-12-2018,east,1713
1243,pink morsel,3,531,13-12-2018,west,1593
1244,pink morsel,3,572,14-12-2018,north,1716
1245,pink morsel,3,562,14-12-2018,south,1686
1246,pink morsel,3,523,14-12-2018,east,1569
1247,pink morsel,3,568,14-12-2018,west,1704
1248,pink morsel,3,518,15-12-2018,north,1554
1249,pink morsel,3,515,15-12-2018,south,1545
1250,pink morsel,3,529,15-12-2018,east,1587
1251,pink morsel,3,600,15-12-2018,west,1800
1252,pink morsel,3,545,16-12-2018,north,1635
1253,pink morsel,3,540,16-12-2018,south,1620
1254,pink morsel,3,600,16-12-2018,east,1800
1255,pink morsel,3,547,16-12-2018,west,1641
1256,pink morsel,3,545,17-12-2018,north,1635
1257,pink morsel,3,509,17-12-2018,south,1527
1258,pink morsel,3,542,17-12-2018,east,1626
1259,pink morsel,3,572,17-12-2018,west,1716
1260,pink morsel,3,585,18-12-2018,north,1755
1261,pink morsel,3,585,18-12-2018,south,1755
1262,pink morsel,3,535,18-12-2018,east,1605
1263,pink morsel,3,593,18-12-2018,west,1779
1264,pink morsel,3,522,19-12-2018,north,1566
1265,pink morsel,3,522,19-12-2018,south,1566
1266,pink morsel,3,599,19-12-2018,east,1797
1267,pink morsel,3,590,19-12-2018,west,1770
1268,pink morsel,3,577,20-12-2018,north,1731
1269,pink morsel,3,517,20-12-2018,south,1551
1270,pink morsel,3,589,20-12-2018,east,1767
1271,pink morsel,3,542,20-12-2018,west,1626
1272,pink morsel,3,553,21-12-2018,north,1659
1273,pink morsel,3,570,21-12-2018,south,1710
1274,pink morsel,3,514,21-12-2018,east,1542
1275,pink morsel,3,523,21-12-2018,west,1569
1276,pink morsel,3,592,22-12-2018,north,1776
1277,pink morsel,3,526,22-12-2018,south,1578
1278,pink morsel,3,556,22-12-2018,east,1668
1279,pink morsel,3,509,22-12-2018,west,1527
1280,pink morsel,3,590,23-12-2018,north,1770
1281,pink morsel,3,541,23-12-2018,south,1623
1282,pink morsel,3,570,23-12-2018,east,1710
1283,pink morsel,3,577,23-12-2018,west,1731
1284,pink morsel,3,580,24-12-2018,north,1740
1285,pink morsel,3,544,24-12-2018,south,1632
1286,pink morsel,3,573,24-12-2018,east,1719
1287,pink morsel,3,500,24-12-2018,west,1500
1288,pink morsel,3,504,25-12-2018,north,1512
1289,pink morsel,3,535,25-12-2018,south,1605
1290,pink morsel,3,541,25-12-2018,east,1623
1291,pink morsel,3,511,25-12-2018,west,1533
1292,pink morsel,3,561,26-12-2018,north,1683
1293,pink morsel,3,578,26-12-2018,south,1734
1294,pink morsel,3,515,26-12-2018,east,1545
1295,pink morsel,3,529,26-12-2018,west,1587
1296,pink morsel,3,526,27-12-2018,north,1578
1297,pink morsel,3,550,27-12-2018,south,1650
1298,pink morsel,3,544,27-12-2018,east,1632
1299,pink morsel,3,571,27-12-2018,west,1713
1300,pink morsel,3,550,28-12-2018,north,1650
1301,pink morsel,3,598,28-12-2018,south,1794
1302,pink morsel,3,588,28-12-2018,east,1764
1303,pink morsel,3,599,28-12-2018,west,1797
1304,pink morsel,3,542,29-12-2018,north,1626
1305,pink morsel,3,598,29-12-2018,south,1794
1306,pink morsel,3,565,29-12-2018,east,1695
1307,pink morsel,3,580,29-12-2018,west,1740
1308,pink morsel,3,586,30-12-2018,north,1758
1309,pink morsel,3,595,30-12-2018,south,1785
1310,pink morsel,3,533,30-12-2018,east,1599
1311,pink morsel,3,563,30-12-2018,west,1689
1312,pink morsel,3,509,31-12-2018,north,1527
1313,pink morsel,3,570,31-12-2018,south,1710
1314,pink morsel,3,530,31-12-2018,east,1590
1315,pink morsel,3,551,31-12-2018,west,1653
1316,pink morsel,3,506,01-01-2019,north,1518
1317,pink morsel,3,544,01-01-2019,south,1632
1318,pink morsel,3,585,01-01-2019,east,1755
1319,pink morsel,3,517,01-01-2019,west,1551
1320,pink morsel,3,589,02-01-2019,north,1767
1321,pink morsel,3,535,02-01-2019,south,1605
1322,pink morsel,3,564,02-01-2019,east,1692
1323,pink morsel,3,598,02-01-2019,west,1794
1324,pink morsel,3,565,03-01-2019,north,1695
1325,pink morsel,3,579,03-01-2019,south,1737
1326,pink morsel,3,525,03-01-2019,east,1575
1327,pink morsel,3,503,03-01-2019,west,1509
1328,pink morsel,3,530,04-01-2019,north,1590
1329,pink morsel,3,500,04-01-2019,south,1500
1330,pink morsel,3,530,04-01-2019,east,1590
1331,pink morsel,3,546,04-01-2019,west,1638
1332,pink morsel,3,587,05-01-2019,north,1761
1333,pink morsel,3,530,05-01-2019,south,1590
1334,pink morsel,3,575,05-01-2019,east,1725
1335,pink morsel,3,517,05-01-2019,west,1551
1336,pink morsel,3,548,06-01-2019,north,1644
1337,pink morsel,3,593,06-01-2019,south,1779
1338,pink morsel,3,598,06-01-2019,east,1794
1339,pink morsel,3,546,06-01-2019,west,1638
1340,pink morsel,3,548,07-01-2019,north,1644
1341,pink morsel,3,549,07-01-2019,south,1647
1342,pink morsel,3,564,07-01-2019,east,1692
1343,pink morsel,3,541,07-01-2019,west,1623
1344,pink morsel,3,574,08-01-2019,north,1722
1345,pink morsel,3,517,08-01-2019,south,1551
1346,pink morsel,3,577,08-01-2019,east,1731
1347,pink morsel,3,567,08-01-2019,west,1701
1348,pink morsel,3,500,09-01-2019,north,1500
1349,pink morsel,3,588,09-01-2019,south,1764
1350,pink morsel,3,588,09-01-2019,east,1764
1351,pink morsel,3,545,09-01-2019,west,1635
1352,pink morsel,3,589,10-01-2019,north,1767
1353,pink morsel,3,517,10-01-2019,south,1551
1354,pink morsel,3,504,10-01-2019,east,1512
1355,pink morsel,3,562,10-01-2019,west,1686
1356,pink morsel,3,554,11-01-2019,north,1662
1357,pink morsel,3,504,11-01-2019,south,1512
1358,pink morsel,3,536,11-01-2019,east,1608
1359,pink morsel,3,537,11-01-2019,west,1611
1360,pink morsel,3,522,12-01-2019,north,1566
1361,pink morsel,3,591,12-01-2019,south,1773
1362,pink morsel,3,569,12-01-2019,east,1707
1363,pink morsel,3,584,12-01-2019,west,1752
1364,pink morsel,3,517,13-01-2019,north,1551
1365,pink morsel,3,501,13-01-2019,south,1503
1366,pink morsel,3,512,13-01-2019,east,1536
1367,pink morsel,3,576,13-01-2019,west,1728
1368,pink morsel,3,564,14-01-2019,north,1692
1369,pink morsel,3,507,14-01-2019,south,1521
1370,pink morsel,3,566,14-01-2019,east,1698
1371,pink morsel,3,597,14-01-2019,west,1791
1372,pink morsel,3,535,15-01-2019,north,1605
1373,pink morsel,3,587,15-01-2019,south,1761
1374,pink morsel,3,539,15-01-2019,east,1617
1375,pink morsel,3,501,15-01-2019,west,1503
1376,pink morsel,3,516,16-01-2019,north,1548
1377,pink morsel,3,578,16-01-2019,south,1734
1378,pink morsel,3,502,16-01-2019,east,1506
1379,pink morsel,3,511,16-01-2019,west,1533
1380,pink morsel,3,530,17-01-2019,north,1590
1381,pink morsel,3,569,17-01-2019,south,1707
1382,pink morsel,3,503,17-01-2019,east,1509
1383,pink morsel,3,551,17-01-2019,west,1653
1384,pink morsel,3,524,18-01-2019,north,1572
1385,pink morsel,3,521,18-01-2019,south,1563
1386,pink morsel,3,545,18-01-2019,east,1635
1387,pink morsel,3,578,18-01-2019,west,1734
1388,pink morsel,3,529,19-01-2019,north,1587
1389,pink morsel,3,502,19-01-2019,south,1506
1390,pink morsel,3,563,19-01-2019,east,1689
1391,pink morsel,3,567,19-01-2019,west,1701
1392,pink morsel,3,569,20-01-2019,north,1707
1393,pink morsel,3,519,20-01-2019,south,1557
1394,pink morsel,3,574,20-01-2019,east,1722
1395,pink morsel,3,543,20-01-2019,west,1629
1396,pink morsel,3,537,21-01-2019,north,1611
1397,pink morsel,3,505,21-01-2019,south,1515
1398,pink morsel,3,538,21-01-2019,east,1614
1399,pink morsel,3,531,21-01-2019,west,1593
1400,pink morsel,3,573,22-01-2019,north,1719
1401,pink morsel,3,502,22-01-2019,south,1506
1402,pink morsel,3,598,22-01-2019,east,1794
1403,pink morsel,3,577,22-01-2019,west,1731
1404,pink morsel,3,554,23-01-2019,north,1662
1405,pink morsel,3,576,23-01-2019,south,1728
1406,pink morsel,3,521,23-01-2019,east,1563
1407,pink morsel,3,554,23-01-2019,west,1662
1408,pink morsel,3,549,24-01-2019,north,1647
1409,pink morsel,3,546,24-01-2019,south,1638
1410,pink morsel,3,519,24-01-2019,east,1557
1411,pink morsel,3,506,24-01-2019,west,1518
1412,pink morsel,3,520,25-01-2019,north,1560
1413,pink morsel,3,552,25-01-2019,south,1656
1414,pink morsel,3,569,25-01-2019,east,1707
1415,pink morsel,3,589,25-01-2019,west,1767
1416,pink morsel,3,557,26-01-2019,north,1671
1417,pink morsel,3,562,26-01-2019,south,1686
1418,pink morsel,3,551,26-01-2019,east,1653
1419,pink morsel,3,549,26-01-2019,west,1647
1420,pink morsel,3,508,27-01-2019,north,1524
1421,pink morsel,3,501,27-01-2019,south,1503
1422,pink morsel,3,511,27-01-2019,east,1533
1423,pink morsel,3,595,27-01-2019,west,1785
1424,pink morsel,3,577,28-01-2019,north,1731
1425,pink morsel,3,594,28-01-2019,south,1782
1426,pink morsel,3,520,28-01-2019,east,1560
1427,pink morsel,3,594,28-01-2019,west,1782
1428,pink morsel,3,500,29-01-2019,north,1500
1429,pink morsel,3,576,29-01-2019,south,1728
1430,pink morsel,3,535,29-01-2019,east,1605
1431,pink morsel,3,538,29-01-2019,west,1614
1432,pink morsel,3,594,30-01-2019,north,1782
1433,pink morsel,3,546,30-01-2019,south,1638
1434,pink morsel,3,599,30-01-2019,east,1797
1435,pink morsel,3,547,30-01-2019,west,1641
1436,pink morsel,3,550,31-01-2019,north,1650
1437,pink morsel,3,512,31-01-2019,south,1536
1438,pink morsel,3,533,31-01-2019,east,1599
1439,pink morsel,3,580,31-01-2019,west,1740
1440,pink morsel,3,583,01-02-2019,north,1749
1441,pink morsel,3,527,01-02-2019,south,1581
1442,pink morsel,3,554,01-02-2019,east,1662
1443,pink morsel,3,503,01-02-2019,west,1509
1444,pink morsel,3,532,02-02-2019,north,1596
1445,pink morsel,3,546,02-02-2019,south,1638
1446,pink morsel,3,582,02-02-2019,east,1746
1447,pink morsel,3,537,02-02-2019,west,1611
1448,pink morsel,3,534,03-02-2019,north,1602
1449,pink morsel,3,574,03-02-2019,south,1722
1450,pink morsel,3,578,03-02-2019,east,1734
1451,pink morsel,3,583,03-02-2019,west,1749
1452,pink morsel,3,516,04-02-2019,north,1548
1453,pink morsel,3,549,04-02-2019,south,1647
1454,pink morsel,3,520,04-02-2019,east,1560
1455,pink morsel,3,514,04-02-2019,west,1542
1456,pink morsel,3,539,05-02-2019,north,1617
1457,pink morsel,3,553,05-02-2019,south,1659
1458,pink morsel,3,558,05-02-2019,east,1674
1459,pink morsel,3,508,05-02-2019,west,1524
1460,pink morsel,3,517,06-02-2019,north,1551
